GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
5690         1   35599541   35641844     77       6  184305     -0.38756      0.65083
127703       1   35713875   35719189      9       2  184305     -0.47236      0.68167
63967        1   35720691   35769997     62       5  184305       -1.082      0.86038
192670       1   35807630   35857890     46       5  184305     -0.64935      0.74194
26523        1   35869791   35924298     52       8  184305     0.086712      0.46545
192669       1   35923403   36056747    129      10  184305       -0.602      0.72641
27285        1   36084075   36088276      2       1  184305     -0.36284      0.64164
1296         1   36095236   36125770     36       5  184305      0.48287      0.31459
27095        1   36136569   36156053     20       4  184305      -1.9363      0.97358
55700        1   36155965   36180849     43       6  184305     -0.68935       0.7547
9967         1   36224416   36305357     98      10  184305     0.078865      0.46857
79729        1   36305726   36321962     16       4  184305     -0.13276      0.55281
55194        1   36322030   36324154      1       1  184305      -1.3936      0.91828
83931        1   36339619   36385927     47       6  184305     -0.32346      0.62683
84967        1   36393420   36397959      4       2  184305     -0.73701      0.76944
127700       1   36417906   36450485     41       5  184305     -0.15578      0.56189
64960        1   36455761   36464439      6       3  184305    -0.090739      0.53615
1441         1   36466043   36483314      8       4  184305     -0.96987      0.83394
2899         1   36795527   37034548    734      56  184305      -1.0342      0.84949
80149        1   37473455   37484377     37       5  184305      -2.1351      0.98362
64769        1   37489960   37514819     64      10  184305      -1.6102      0.94632
79753        1   37534449   37554344     34      13  184305      0.68323      0.24723
7802         1   37556919   37566857     34       7  184305    -0.076307      0.53041
29889        1   37566812   37595985     94      12  184305     -0.15791      0.56273
284654       1   37611350   37634923     69       9  184305      0.13342      0.44693
54955        1   37681570   37692336     21       4  184305     -0.83797      0.79898
55143        1   37692401   37709719     59       7  184305     -0.71264      0.76197
284656       1   37713886   37765152    171      20  184305     -0.84552      0.80109
149175       1   37793820   37801606     46       7  184305       0.2516      0.40067
79693        1   37802942   37808193     22       6  184305     -0.78474       0.7837
127687       1   37807801   37809454     12       6  184305      0.58821       0.2782
4520         1   37809567   37859624    198      23  184305       1.0639      0.14369
3633         1   37860697   37947084    325      34  184305       1.3272     0.092218
10946        1   37956975   37990490    113      18  184305        1.451     0.073387
2275         1   37996770   38005515     10       6  184305       1.0028      0.15797
51118        1   38012712   38024825     39      11  184305       2.0013     0.022682
5453         1   38043851   38046778      9       3  184305       2.4425    0.0072937
64121        1   38838197   38859823     74      11  184305    -0.038873       0.5155
26292        1   38862490   38873378     31       9  184305      0.51768      0.30234
81025        1   38874067   38881626     17       4  184305      -0.5522      0.70959
54933        1   38885806   38941830    226      27  184305     -0.73586      0.76909
79647        1   38991244   39006065     18       6  184305      -1.0324      0.84905
4725         1   39026295   39034636     10       3  184305      0.11052        0.456
23499        1   39081417   39487138   1255     105  184305      0.88677       0.1876
643314       1   39409504   39416482     26       7  184305      0.49545      0.31014
105378950    1   39488834   39491993      9       2  184305     -0.56438      0.71375
353500       1   39491634   39529869    143       9  184305     -0.33396      0.63079
8761         1   39560813   39576849     43      10  184305      0.03883      0.48451
26508        1   39623431   39639676     36       9  184305       1.0235      0.15302
84618        1   39659121   39672038     30       9  184305       1.1905      0.11693
51440        1   39678648   39691710     35      10  184305      0.99938      0.15881
10450        1   39738845   39763914     42       8  184305      0.84289      0.19965
656          1   39757182   39788861     54      11  184305      0.90848      0.18181
64064        1   39769525   39771348      4       2  184305       1.5866     0.056303
105378951    1   39784636   39808042     36      12  184305      0.74875      0.22701
101929536    1   39788982   39790171      1       1  184305     -0.34387      0.63453
54802        1   39841031   39883511     80      15  184305      0.88668      0.18763
4610         1   39895424   39902015      7       3  184305      0.21486      0.41494
84879        1   39955112   39969968     47       9  184305      0.38203      0.35122
10487        1   40040240   40072649     91      15  184305       1.0889      0.13811
5538         1   40072710   40097470     87      15  184305      0.88935      0.18691
6018         1   40161369   40240921    201      35  184305      0.73873      0.23003
127391       1   40247901   40251693     20       6  184305    -0.051988      0.52073
10269        1   40258050   40294184    160      15  184305      -1.6256      0.94798
1298         1   40300487   40317690     39       9  184305      -1.1478      0.87447
64744        1   40344844   40423326    207      31  184305     -0.63783      0.73821
