PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000168653.10.wgt.RDat	ENSG00000168653.10	1	39026317	39026318	0.6143	rs661316	 2.53	rs3768324	 3.24e-01	 -8.48	-1.35129	400	  7	lasso	0.39	8.8e-25	 0.68020	4.96e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000237624.1.wgt.RDat	ENSG00000237624.1	1	39514955	39514956	0.6373	rs3887860	 2.95	rs3916164	 8.08e-02	  6.20	 1.82998	374	 51	enet	0.21	6.8e-13	 2.47713	1.32e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000182109.7.wgt.RDat	ENSG00000182109.7	1	39546186	39546187	0.2658	rs3887860	 2.95	rs12134412	 9.38e-03	 -3.58	-0.99730	382	 38	enet	0.14	1.2e-08	 0.42596	6.70e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000243970.1.wgt.RDat	ENSG00000243970.1	1	39558706	39558707	0.1657	rs3887860	 2.95	rs12134412	 4.05e-02	 -4.18	-0.99730	390	  1	top1	0.04	0.0018	 0.99730	3.19e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000084072.16.wgt.RDat	ENSG00000084072.16	1	39692181	39692182	0.6210	rs3887860	 2.95	rs3738673	 5.11e-01	 10.62	 0.90742	387	  8	lasso	0.53	2.4e-36	 0.88025	3.79e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000198754.5.wgt.RDat	ENSG00000198754.5	1	39771347	39771348	0.2877	rs3887860	 2.95	rs7549005	 2.94e-02	  4.10	 1.11612	383	 54	enet	0.06	0.00018	 1.84591	6.49e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000043514.15.wgt.RDat	ENSG00000043514.15	1	39883510	39883511	0.4048	rs3887860	 2.95	rs12123609	 2.10e-01	 -7.02	-0.21500	393	393	susie	0.22	3.3e-13	 0.35354	7.24e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000131238.16.wgt.RDat	ENSG00000131238.16	1	40097702	40097703	0.1505	rs3887860	 2.95	rs10789078	 1.05e-02	  3.95	-0.21118	418	418	susie	0.039	0.0022	-0.29321	7.69e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000049089.13.wgt.RDat	ENSG00000049089.13	1	40317293	40317294	0.1405	rs16827106	 2.59	rs7514099	 7.37e-02	  4.28	-2.29371	419	  1	top1	0.074	3.5e-05	-2.29371	2.18e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000279667.1.wgt.RDat	ENSG00000279667.1	1	40473054	40473055	0.1340	rs16827106	 2.59	rs17357593	-4.33e-03	 -3.56	-0.77230	432	  5	lasso	-0.0021	0.45	 0.14909	8.81e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000187815.9.wgt.RDat	ENSG00000187815.9	1	40477214	40477215	0.1713	rs16827106	 2.59	rs6600339	 6.88e-02	 -4.78	-0.36632	429	 11	enet	0.075	3e-05	 0.25163	8.01e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000238287.1.wgt.RDat	ENSG00000238287.1	1	40508660	40508661	0.4566	rs16827106	 2.59	rs4660411	 3.20e-01	 -8.48	-0.45920	435	 22	enet	0.33	4.8e-20	 0.73817	4.60e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000164002.11.wgt.RDat	ENSG00000164002.11	1	40508740	40508741	0.2347	rs16827106	 2.59	rs3795344	 1.45e-02	  4.04	 0.10411	435	  9	lasso	0.096	2.4e-06	 0.71423	4.75e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000235358.1.wgt.RDat	ENSG00000235358.1	1	41242372	41242373	0.2037	rs11809423	 3.56	rs12022978	 8.88e-02	  5.41	 0.52865	426	  7	lasso	0.12	2.2e-07	 0.49361	6.22e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000066185.12.wgt.RDat	ENSG00000066185.12	1	42456115	42456116	0.1499	rs323716	 4.19	rs2762697	-1.00e-03	 -3.67	-2.53772	343	 23	enet	0.044	0.0012	 1.18384	2.36e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000127125.8.wgt.RDat	ENSG00000127125.8	1	42456267	42456268	0.1843	rs323716	 4.19	rs12034000	 1.31e-03	 -3.46	 0.55894	343	  4	lasso	0.0094	0.085	-0.39254	6.95e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000186409.14.wgt.RDat	ENSG00000186409.14	1	42463329	42463330	0.2515	rs323716	 4.19	rs10493108	 2.10e-01	  7.00	-2.10152	340	  7	lasso	0.22	4.1e-13	-2.09083	3.65e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000164008.14.wgt.RDat	ENSG00000164008.14	1	42767268	42767269	0.1522	rs323716	 4.19	rs11210721	 8.69e-02	 -5.02	-0.33581	415	415	susie	0.099	1.6e-06	 0.21537	8.29e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000228452.1.wgt.RDat	ENSG00000228452.1	1	42776789	42776790	0.2075	rs323716	 4.19	rs12129168	 1.54e-01	  6.22	-0.55526	416	  1	top1	0.15	1.9e-09	-0.55526	5.79e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000177868.11.wgt.RDat	ENSG00000177868.11	1	42816803	42816804	0.3866	rs323716	 4.19	rs2816602	 1.74e-01	  7.15	-0.12451	430	430	susie	0.21	5.7e-13	-0.23887	8.11e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000227533.5.wgt.RDat	ENSG00000227533.5	1	42959294	42959295	0.5508	rs323716	 4.19	rs900835	 2.47e-01	  7.47	-0.97553	433	 30	enet	0.3	3.9e-18	-0.53310	5.94e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000243710.7.wgt.RDat	ENSG00000243710.7	1	43172863	43172864	0.7653	rs323716	 4.19	rs3120045	 4.31e-01	  9.60	 0.57638	464	  1	top1	0.43	6.8e-28	 0.57638	5.64e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142949.16.wgt.RDat	ENSG00000142949.16	1	43525186	43525187	0.0945	rs12403036	 2.99	rs618678	 4.49e-02	 -4.32	-0.32472	443	  1	top1	0.045	0.0011	 0.32472	7.45e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142945.12.wgt.RDat	ENSG00000142945.12	1	44739817	44739818	0.0921	rs608649	 3.84	rs4660794	 2.30e-03	  3.19	-0.65000	365	365	susie	0.019	0.025	 0.77361	4.39e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142937.11.wgt.RDat	ENSG00000142937.11	1	44775250	44775251	0.1142	rs608649	 3.84	rs11803622	 5.73e-02	 -4.04	-1.43827	355	  1	top1	0.057	0.00025	 1.43827	1.50e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000126088.13.wgt.RDat	ENSG00000126088.13	1	45012146	45012147	0.1668	rs608649	 3.84	rs6678726	 1.79e-01	 -6.39	-2.14975	321	  1	top1	0.18	6.9e-11	 2.14975	3.16e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000132781.17.wgt.RDat	ENSG00000132781.17	1	45338655	45338656	0.0821	rs608649	 3.84	rs518365	 3.94e-02	  4.29	-0.83032	284	  1	top1	0.039	0.0021	-0.83032	4.06e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000280670.2.wgt.RDat	ENSG00000280670.2	1	45500051	45500052	0.7059	rs11211212	 2.87	rs4660862	 6.58e-01	 12.08	 0.06954	282	282	susie	0.67	5.2e-53	 0.07622	9.39e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000132763.14.wgt.RDat	ENSG00000132763.14	1	45500079	45500080	0.1070	rs11211212	 2.87	rs2065708	 1.84e-02	 -4.30	 0.30362	282	 35	enet	0.077	2.2e-05	-0.01419	9.89e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117450.13.wgt.RDat	ENSG00000117450.13	1	45523046	45523047	0.1129	rs11211212	 2.87	rs17522918	 8.73e-02	 -5.56	-0.91362	283	  6	enet	0.12	1.6e-07	 0.04805	9.62e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000086015.20.wgt.RDat	ENSG00000086015.20	1	45786986	45786987	0.2043	rs3845301	 3.26	rs785495	 1.74e-01	  6.46	-1.49416	306	 32	enet	0.19	1.9e-11	-1.83367	6.67e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117481.10.wgt.RDat	ENSG00000117481.10	1	46340176	46340177	0.1733	rs3845301	 3.26	rs17361950	 6.54e-02	 -4.13	 1.83716	375	375	susie	0.067	8e-05	-1.52539	1.27e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117480.15.wgt.RDat	ENSG00000117480.15	1	46394264	46394265	0.2907	rs3845301	 3.26	rs10252	 2.26e-02	  4.28	 2.48611	359	 39	enet	0.027	0.0098	 1.28781	1.98e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142973.13.wgt.RDat	ENSG00000142973.13	1	46757837	46757838	0.1827	rs17449603	 2.85	rs2297809	 7.16e-02	 -4.36	-1.72194	386	  1	top1	0.072	4.6e-05	 1.72194	8.51e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000187048.12.wgt.RDat	ENSG00000187048.12	1	46941483	46941484	0.0903	rs17449603	 2.85	rs10890438	 1.51e-03	  3.43	-0.55814	379	379	susie	0.019	0.026	-0.21410	8.30e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000162366.7.wgt.RDat	ENSG00000162366.7	1	47191043	47191044	0.2082	rs17449603	 2.85	rs12184246	 5.41e-02	 -4.47	 1.47318	411	  3	lasso	0.064	0.00011	-1.18659	2.35e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117834.12.wgt.RDat	ENSG00000117834.12	1	48222684	48222685	0.1996	rs11579440	-2.78	rs11205449	 7.36e-02	  5.87	 0.10242	484	484	susie	0.11	6e-07	 0.74726	4.55e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272491.1.wgt.RDat	ENSG00000272491.1	1	48229560	48229561	0.5053	rs11579440	-2.78	rs1120985	 3.45e-01	  8.62	 1.07251	483	483	susie	0.35	1.6e-21	 1.32349	1.86e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000085832.16.wgt.RDat	ENSG00000085832.16	1	51519327	51519328	0.2799	rs1149789	 3.14	rs2185592	 1.83e-01	  6.69	 0.24181	206	206	susie	0.19	1.3e-11	 0.35459	7.23e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117859.18.wgt.RDat	ENSG00000117859.18	1	51577178	51577179	0.1087	rs1149789	 3.14	rs2809917	-1.47e-03	 -3.23	 0.39960	210	210	susie	0.0038	0.18	-0.05302	9.58e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000154222.14.wgt.RDat	ENSG00000154222.14	1	52366192	52366193	0.1878	rs835338	-2.50	rs6671552	 6.48e-02	  5.38	 0.24356	240	  4	lasso	0.098	2e-06	 0.62187	5.34e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000134744.13.wgt.RDat	ENSG00000134744.13	1	52553486	52553487	0.3146	rs835338	-2.50	rs7512768	 1.32e-01	  5.74	-0.21193	242	  1	top1	0.13	2.9e-08	-0.21193	8.32e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000116157.5.wgt.RDat	ENSG00000116157.5	1	52602371	52602372	0.6479	rs11205950	-2.85	rs835342	 5.11e-01	 10.43	-1.81552	278	  6	lasso	0.51	5.9e-35	-1.73381	8.30e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000121310.16.wgt.RDat	ENSG00000121310.16	1	52927211	52927212	0.3089	rs1769299	-3.08	rs12731800	 3.78e-02	  4.42	 0.95635	431	  1	top1	0.038	0.0026	 0.95635	3.39e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000235563.1.wgt.RDat	ENSG00000235563.1	1	53114575	53114576	0.1845	rs1769299	-3.08	rs11206101	 8.01e-04	  4.00	 0.44821	490	  3	lasso	0.021	0.018	 0.56877	5.70e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000162384.13.wgt.RDat	ENSG00000162384.13	1	53220616	53220617	0.2209	rs1769299	-3.08	rs10788949	 7.88e-02	 -5.38	 0.81946	482	482	susie	0.11	7.7e-07	-0.73121	4.65e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000243725.6.wgt.RDat	ENSG00000243725.6	1	54715821	54715822	0.2270	rs11206510	-5.58	rs3766415	 5.17e-02	  3.96	-0.29991	529	  1	top1	0.052	0.00049	-0.29991	7.64e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184292.6.wgt.RDat	ENSG00000184292.6	1	58577772	58577773	0.2476	rs2764928	 3.52	rs12124662	 1.19e-01	 -5.35	-0.50179	538	  1	top1	0.12	1.4e-07	 0.50179	6.16e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000237352.3.wgt.RDat	ENSG00000237352.3	1	58933642	58933643	0.1895	rs6684353	-3.85	rs2764924	 1.18e-02	  3.61	 2.62048	487	  1	top1	0.012	0.062	 2.62048	8.78e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000224609.6.wgt.RDat	ENSG00000224609.6	1	59208120	59208121	0.4140	rs6684353	-3.85	rs7543389	 2.99e-01	  8.13	-2.63852	399	 26	enet	0.33	3.1e-20	-3.22444	1.26e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000240563.1.wgt.RDat	ENSG00000240563.1	1	62194830	62194831	0.4641	rs2481676	 3.00	rs12116810	 1.93e-01	  6.51	 0.15209	458	458	susie	0.2	6.9e-12	 0.23638	8.13e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000132854.18.wgt.RDat	ENSG00000132854.18	1	62319413	62319414	0.1482	rs2481676	 3.00	rs12130050	 1.97e-02	  3.63	 0.74762	455	455	susie	0.025	0.013	 0.25499	7.99e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142856.16.wgt.RDat	ENSG00000142856.16	1	63529185	63529186	0.8145	rs2269260	-2.54	rs10789138	 5.40e-01	 10.69	 0.69891	488	  1	top1	0.54	1.2e-37	 0.69891	4.85e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000185483.11.wgt.RDat	ENSG00000185483.11	1	63774021	63774022	0.1108	rs2269260	-2.54	rs285339	 3.35e-02	  4.14	 0.93170	453	453	susie	0.047	0.00086	 0.83379	4.04e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000116678.19.wgt.RDat	ENSG00000116678.19	1	65525688	65525689	0.1783	rs17127415	 2.67	rs9436748	-4.66e-03	 -3.40	 0.21742	456	  7	lasso	0.0042	0.17	 0.40493	6.86e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000118473.21.wgt.RDat	ENSG00000118473.21	1	66533382	66533383	0.1852	rs699258	-2.32	rs1536112	 4.83e-02	  5.07	-0.66209	564	564	susie	0.054	0.00035	-0.62021	5.35e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000152760.9.wgt.RDat	ENSG00000152760.9	1	66752459	66752460	0.2165	rs699258	-2.32	rs1408852	 5.67e-02	  4.44	 0.34690	561	561	susie	0.057	0.00025	 0.23457	8.15e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000197568.13.wgt.RDat	ENSG00000197568.13	1	70354804	70354805	0.1998	rs17131177	-2.48	rs12140479	 7.09e-02	 -4.72	-1.09698	413	  1	top1	0.071	5e-05	 1.09698	2.73e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000162620.15.wgt.RDat	ENSG00000162620.15	1	74198186	74198187	0.3413	rs3113980	-3.13	rs11806946	 2.80e-01	 -7.93	-0.34952	358	  1	top1	0.28	5.6e-17	 0.34952	7.27e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000254685.6.wgt.RDat	ENSG00000254685.6	1	74198211	74198212	0.1171	rs3113980	-3.13	rs11806946	 9.96e-02	 -5.34	-0.34952	358	358	susie	0.1	8.7e-07	 0.35984	7.19e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000116783.14.wgt.RDat	ENSG00000116783.14	1	74235400	74235401	0.4773	rs3113980	-3.13	rs518769	 2.35e-01	 -7.73	 0.05322	358	358	susie	0.33	3.7e-20	 0.18511	8.53e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272864.1.wgt.RDat	ENSG00000272864.1	1	74699332	74699333	0.6171	rs3113980	-3.13	rs6673	 3.28e-01	 -8.44	 0.88299	376	 36	enet	0.42	1.4e-26	-1.91323	5.57e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000116791.13.wgt.RDat	ENSG00000116791.13	1	74733150	74733151	0.7548	rs3113980	-3.13	rs10890142	 1.55e-01	  7.27	-1.54230	381	381	susie	0.37	1.6e-23	-2.54714	1.09e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000162623.15.wgt.RDat	ENSG00000162623.15	1	74733408	74733409	0.2707	rs3113980	-3.13	rs1575983	 1.37e-01	 -5.65	 0.29969	381	381	susie	0.14	1.6e-08	-0.19530	8.45e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000057468.6.wgt.RDat	ENSG00000057468.6	1	75796881	75796882	0.3571	rs6593523	 2.12	rs1146644	 4.61e-02	 -4.85	-0.89388	460	 58	enet	0.11	3.9e-07	 1.55615	1.20e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000142892.14.wgt.RDat	ENSG00000142892.14	1	77219429	77219430	0.1834	rs11578253	 4.03	rs858447	-6.05e-04	  3.81	-0.33298	460	 28	enet	0.0071	0.11	 0.22290	8.24e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000235927.4.wgt.RDat	ENSG00000235927.4	1	77889538	77889539	0.1041	rs12751064	 2.62	rs6424648	 4.67e-02	 -3.73	-0.26763	364	364	susie	0.055	0.00032	-0.20138	8.40e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000162614.18.wgt.RDat	ENSG00000162614.18	1	77916054	77916055	0.2151	rs12751064	 2.62	rs2296452	 2.29e-03	 -4.18	-0.12371	352	352	susie	0.007	0.12	 0.02785	9.78e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000271576.1.wgt.RDat	ENSG00000271576.1	1	84077930	84077931	0.1938	rs17131613	-3.08	rs2812452	 7.10e-02	 -4.47	-1.68694	493	  1	top1	0.071	4.9e-05	 1.68694	9.16e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000122432.17.wgt.RDat	ENSG00000122432.17	1	84506655	84506656	0.2920	rs17131613	-3.08	rs17110519	 1.56e-02	 -4.47	 0.22516	537	 12	lasso	0.037	0.0027	 0.02887	9.77e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117151.12.wgt.RDat	ENSG00000117151.12	1	84574479	84574480	0.2752	rs17131613	-3.08	rs2911602	 1.32e-01	  6.07	-1.67768	544	  3	lasso	0.16	9.9e-10	-1.44954	1.47e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000153898.12.wgt.RDat	ENSG00000153898.12	1	84997112	84997113	0.3399	rs1146382	 2.33	rs7522851	 1.66e-01	 -6.48	 1.33204	582	582	susie	0.18	9.5e-11	-1.22184	2.22e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117174.10.wgt.RDat	ENSG00000117174.10	1	85708432	85708433	0.1509	rs569409	-3.20	rs1539444	 7.36e-02	 -4.87	 1.45251	535	535	susie	0.078	2.1e-05	-1.35157	1.77e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000171502.14.wgt.RDat	ENSG00000171502.14	1	86156942	86156943	0.4833	rs569409	-3.20	rs4912453	 3.71e-01	 -8.94	 0.33505	483	483	susie	0.37	2.4e-23	-0.36235	7.17e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000122417.15.wgt.RDat	ENSG00000122417.15	1	86396341	86396342	0.1961	rs569409	-3.20	rs272514	 1.71e-02	  4.59	 1.08090	444	 17	enet	0.1	1.3e-06	-0.28816	7.73e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137944.17.wgt.RDat	ENSG00000137944.17	1	88988354	88988355	0.4461	rs3753679	 3.24	rs3753679	 2.24e-01	 -7.34	 3.23855	351	351	susie	0.27	3.9e-16	-3.27472	1.06e-03
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000213516.9.wgt.RDat	ENSG00000213516.9	1	88992959	88992960	0.1730	rs3753679	 3.24	rs2624	 4.36e-03	 -3.95	 1.70366	350	350	susie	0.0054	0.14	-1.86757	6.18e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117226.11.wgt.RDat	ENSG00000117226.11	1	89022893	89022894	0.7121	rs3753679	 3.24	rs10493821	 5.71e-01	-11.14	 1.63838	337	 15	enet	0.59	1.3e-42	-1.61478	1.06e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000213512.1.wgt.RDat	ENSG00000213512.1	1	89176039	89176040	0.3868	rs3753679	 3.24	rs521704	 2.00e-01	  7.01	-0.97506	349	349	susie	0.23	1.4e-13	-0.36495	7.15e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000225492.6.wgt.RDat	ENSG00000225492.6	1	89407678	89407679	0.1538	rs3753679	 3.24	rs7545722	 4.78e-02	 -4.72	-1.71801	363	  8	lasso	0.076	2.6e-05	 1.82739	6.76e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000197147.13.wgt.RDat	ENSG00000197147.13	1	89524835	89524836	0.3143	rs17130851	 2.66	rs2045583	 9.67e-02	 -4.82	-0.73953	348	  1	top1	0.097	2.2e-06	 0.73953	4.60e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000231613.1.wgt.RDat	ENSG00000231613.1	1	89788913	89788914	0.2697	rs4507991	-3.07	rs473412	 2.12e-01	 -6.84	 0.33352	374	  1	top1	0.21	8.7e-13	-0.33352	7.39e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000162669.15.wgt.RDat	ENSG00000162669.15	1	91404868	91404869	0.5711	rs165157	 3.19	rs876761	 3.69e-01	  9.11	-0.29668	529	  1	top1	0.37	4.2e-23	-0.29668	7.67e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000097046.12.wgt.RDat	ENSG00000097046.12	1	91500892	91500893	0.3470	rs165157	 3.19	rs17501937	 2.13e-02	  4.46	-0.25404	542	 28	enet	0.068	6.8e-05	-0.86765	3.86e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000067208.14.wgt.RDat	ENSG00000067208.14	1	92792403	92792404	0.1975	rs6657230	 3.24	rs1408916	 1.60e-01	  6.04	 2.18507	271	  1	top1	0.16	8.7e-10	 2.18507	2.89e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000154511.11.wgt.RDat	ENSG00000154511.11	1	92961521	92961522	0.3953	rs6657230	 3.24	rs12757307	 3.05e-01	 -8.27	 1.22271	268	  8	lasso	0.33	1.7e-20	-1.45121	1.47e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000223745.7.wgt.RDat	ENSG00000223745.7	1	93345886	93345887	0.4854	rs6657230	 3.24	rs6541351	 4.57e-01	-10.33	-1.71791	300	 21	enet	0.52	8.5e-36	 1.40793	1.59e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000117505.12.wgt.RDat	ENSG00000117505.12	1	93346025	93346026	0.1355	rs6657230	 3.24	rs519723	 1.08e-01	  5.24	-1.80591	300	300	susie	0.11	3.5e-07	-1.68193	9.26e-02
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137942.16.wgt.RDat	ENSG00000137942.16	1	93448130	93448131	0.1459	rs6657230	 3.24	rs17381426	-2.18e-03	 -3.04	 0.89175	318	318	susie	0.00061	0.29	-0.38648	6.99e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000230439.2.wgt.RDat	ENSG00000230439.2	1	93775443	93775444	0.4623	rs2275028	 2.58	rs2235971	 2.39e-01	  8.42	-0.58637	432	432	susie	0.39	1.5e-24	-1.37686	1.69e-01
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000137962.12.wgt.RDat	ENSG00000137962.12	1	94275067	94275068	0.1636	rs6541369	 2.75	rs12724116	 2.77e-02	 -4.21	-0.42371	538	  5	lasso	0.052	0.00046	 0.29033	7.72e-01
